globaleventid,sqldate,monthyear,year,fractiondate,actor1code,actor1name,actor1countrycode,actor1knowngroupcode,actor1ethniccode,actor1religion1code,actor1religion2code,actor1type1code,actor1type2code,actor1type3code,actor2code,actor2name,actor2countrycode,actor2knowngroupcode,actor2ethniccode,actor2religion1code,actor2religion2code,actor2type1code,actor2type2code,actor2type3code,isrootevent,eventcode,eventbasecode,eventrootcode,quadclass,goldsteinscale,nummentions,numsources,numarticles,avgtone,actor1geo_type,actor1geo_fullname,actor1geo_countrycode,actor1geo_adm1code,actor1geo_lat,actor1geo_long,actor1geo_featureid,actor2geo_type,actor2geo_fullname,actor2geo_countrycode,actor2geo_adm1code,actor2geo_lat,actor2geo_long,actor2geo_featureid,actiongeo_type,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_lat,actiongeo_long,actiongeo_featureid,dateadded,sourceurl
1175010927,20240510,202405,2024,2024.3562,LEG,CONGRESS,,,,,,LEG,,,MIL,MILITARY,,,,,,MIL,,,0,020,020,02,1,3.0,50,3,50,-0.883015977184936,2,"Georgia, United States",US,USGA,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,32.9866,-83.6487,GA,20240510,https://www.wsbradio.com/news/trending/report-highlights-barriers-employment-civilian-military-spouses/DN7HRHBRBJC5BCXP7S7YMYW4OI/
1175012891,20240510,202405,2024,2024.3562,CUB,CUBAN,CUB,,,,,,,,SAU,SAUDI,SAU,,,,,,,,1,051,051,05,1,3.4,2,1,2,3.1413612565445,1,Saudi Arabia,SA,SA,25,45,SA,1,Saudi Arabia,SA,SA,25,45,SA,1,Saudi Arabia,SA,SA,25,45,SA,20240510,https://www.plenglish.com/news/2024/05/10/cuban-deputy-prime-minister-thanks-saudi-fund-for-investments/
1175015030,20240510,202405,2024,2024.3562,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,1,040,040,04,1,1.0,10,1,10,6,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,0,,,,,,,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,20240510,https://www.mymcmedia.org/2-richard-montgomery-seniors-named-presidential-scholars/
1175034815,20240510,202405,2024,2024.3562,CAN,CANADA,CAN,,,,,,,,sco,SCOTTISH,,,sco,,,,,,0,111,111,11,3,-2.0,1,1,1,-4.31547619047619,1,Canada,CA,CA,60,-96,CA,1,Canada,CA,CA,60,-96,CA,1,Canada,CA,CA,60,-96,CA,20240510,https://www.dailymail.co.uk/tvshowbiz/article-13405591/martin-scorsese-dog-bit-paul-schrader-finger-off.html
1175071687,20240511,202405,2024,2024.3589,NLD,THE NETHERLAND,NLD,,,,,,,,EUR,EUROPEAN,EUR,,,,,,,,1,090,090,09,2,-2.0,2,1,2,-4.50450450450451,1,Netherlands,NL,NL,52.5,5.75,NL,1,Netherlands,NL,NL,52.5,5.75,NL,1,Netherlands,NL,NL,52.5,5.75,NL,20240511,https://esctoday.com/194911/eurovision-2024-dutch-entry-joost-klein-under-investigation-barred-from-rehearsals/
1175088858,20240511,202405,2024,2024.3589,CHN,CHINA,CHN,,,,,,,,PSE,GAZA,PSE,,,,,,,,1,0256,025,02,1,-0.3,1,1,1,-3.30827067669173,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Shuyi, Shanxi, China",CH,CH24,36.6667,110.767,-1926759,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240511,http://eng.chinamil.com.cn/OPINIONS_209196/Opinions_209197/16307630.html
1175107952,20240511,202405,2024,2024.3589,JPN,JAPAN,JPN,,,,,,,,REL,PRIEST,,,,,,,,,0,042,042,04,1,1.9,2,1,2,0.26548672566371,1,Congo,CF,CF,-1,15,CF,1,China,CH,CH,35,105,CH,4,"Rome, Lazio, Italy",IT,IT07,41.9,12.4833,-126693,20240511,https://cruxnow.com/church-in-the-usa/2024/05/arkansas-priest-credits-face-time-with-pope-francis-to-serving-immigrants
1175112000,20240511,202405,2024,2024.3589,GOV,KING,,,,,,GOV,,,,,,,,,,,,,1,152,152,15,4,-7.2,2,1,2,-1.0126582278481,1,China,CH,CH,35,105,CH,0,,,,,,,1,China,CH,CH,35,105,CH,20240511,https://www.theboltonnews.co.uk/news/24312774.bolton-war-hero-james-garnett-honoured-memorial/
1175113704,20240511,202405,2024,2024.3589,LBYGOV,LIBYA,LBY,,,,,GOV,,,KOR,SOUTH KOREA,KOR,,,,,,,,1,040,040,04,1,1.0,2,1,2,-0.30959752321982,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,20240511,https://english.aawsat.com/arab-world/5011491-libyan-house-representatives-urges-end-widespread-arms-chaos
1175135721,20240511,202405,2024,2024.3589,RUS,RUSSIA,RUS,,,,,,,,EUR,EUROPE,EUR,,,,,,,,1,042,042,04,1,1.9,4,1,4,2.57510729613734,4,"Khimki, Moskva, Russia",RS,RS48,55.897,37.4297,-2925518,4,"Khimki, Moskva, Russia",RS,RS48,55.897,37.4297,-2925518,4,"Khimki, Moskva, Russia",RS,RS48,55.897,37.4297,-2925518,20240511,https://www.npr.org/2024/05/11/1249942814/fresh-air-weekend-wnba-star-brittney-griner-discovering-plant-intelligence
1175136961,20240511,202405,2024,2024.3589,IRL,IRELAND,IRL,,,,,,,,MED,MEDIA,,,,,,MED,,,0,010,010,01,1,0.0,4,1,4,1.23711340206186,4,"Grand Canal, Galway, Ireland",EI,EI10,53.3192,-8.19972,-1503229,4,"Grand Canal, Galway, Ireland",EI,EI10,53.3192,-8.19972,-1503229,4,"Grand Canal, Galway, Ireland",EI,EI10,53.3192,-8.19972,-1503229,20240511,https://www.independent.ie/irish-news/government-pays-for-migrants-tents-that-are-destroyed-within-days/a686881976.html
1175138465,20240511,202405,2024,2024.3589,CRM,CARTEL,,,,,,CRM,,,,,,,,,,,,,0,192,192,19,4,-9.5,2,1,2,-3.34651658046851,1,Israel,IS,IS,31.5,34.75,IS,0,,,,,,,1,Israel,IS,IS,31.5,34.75,IS,20240511,https://www.aljazeera.com/features/2024/5/11/mexico-city-is-sinking-running-out-of-water-how-can-it-be-saved
1175149468,20240511,202405,2024,2024.3589,NMR,NORTH AMERICA,NMR,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,043,043,04,1,2.8,3,1,3,0.89766606822263,1,United States,US,US,39.828175,-98.5795,US,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20240511,https://www.coventrytelegraph.net/news/real-life/nhs-nurse-moves-canada-50-29143000
1175171486,20240511,202405,2024,2024.3589,,,,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,072,072,07,2,8.3,5,1,5,-3.14033366045142,0,,,,,,,4,"Slavyansk, Donets'ka Oblast', Ukraine",UP,UP05,48.8414,37.5895,-1054379,4,"Slavyansk, Donets'ka Oblast', Ukraine",UP,UP05,48.8414,37.5895,-1054379,20240511,https://www.mankatofreepress.com/news/state_national_news/not-real-news-a-look-at-what-didnt-happen-this-week/article_97e90771-9424-583c-a1c6-ecd0c63741fd.html
1175194434,20240512,202405,2024,2024.3616,,,,,,,,,,,IND,CHHATTISGARH,IND,,,,,,,,1,130,130,13,3,-4.4,4,1,4,-0.50062578222779,0,,,,,,,4,"Chhattisgarh, Chhattisgarh, India",IN,IN37,21.5,81.75,-2093188,4,"Chhattisgarh, Chhattisgarh, India",IN,IN37,21.5,81.75,-2093188,20240512,https://www.bbc.co.uk/news/articles/cyxepvdewkno
1175260142,20240512,202405,2024,2024.3616,MED,MAGAZINE,,,,,,MED,,,REL,SAINT,,,,,,,,,1,010,010,01,1,0.0,6,1,6,0.181598062954,1,Honduras,HO,HO,15,-86.5,HO,1,Honduras,HO,HO,15,-86.5,HO,1,Honduras,HO,HO,15,-86.5,HO,20240512,https://www.sltrib.com/religion/2024/05/12/lds-parents-lgbtq-kids-david/
1175286704,20240512,202405,2024,2024.3616,USA,UNITED STATES,USA,,,,,,,,MIL,MILITARY,,,,,,MIL,,,0,014,014,01,1,0.0,1,1,1,-2.33160621761658,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240512,https://sputnikglobe.com/20240512/us-may-halt-high-precision-munition-supplies-to-israel-amid-rafah-operation-1118399984.html
1175289693,20240512,202405,2024,2024.3616,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,0,141,141,14,3,-6.5,3,1,3,-1.36054421768708,5,"Otago, Otago, New Zealand",NZ,NZF7,-45.25,169.5,11483306,0,,,,,,,5,"Otago, Otago, New Zealand",NZ,NZF7,-45.25,169.5,11483306,20240512,https://www.odt.co.nz/news/dunedin/union-meetings-against-charter-school-proposal
1175307055,20240512,202405,2024,2024.3616,SPY,INTELLIGENCE,,,,,,SPY,,,,,,,,,,,,,1,080,080,08,2,5.0,10,1,10,-7.8125,5,"Borno State, Borno, Nigeria",NI,NI27,11.5,13,-2003010,0,,,,,,,5,"Borno State, Borno, Nigeria",NI,NI27,11.5,13,-2003010,20240512,https://www.thecable.ng/notorious-boko-haram-member-surrenders-to-army/
1175327701,20240513,202405,2024,2024.3644,KEN,KENYA,KEN,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,030,030,03,1,4.0,2,1,2,5,4,"Nyeri, Central, Kenya",KE,KE01,-0.420132,36.9476,-2260131,4,"Nyeri, Central, Kenya",KE,KE01,-0.420132,36.9476,-2260131,4,"Nyeri, Central, Kenya",KE,KE01,-0.420132,36.9476,-2260131,20240513,https://www.standardmedia.co.ke/education/article/2001495022/70-tvets-to-get-sh13-billion-modern-training-equipment
1175330881,20240513,202405,2024,2024.3644,CRM,GANG,,,,,,CRM,,,,,,,,,,,,,1,090,090,09,2,-2.0,6,1,6,-3.7037037037037,4,"Nakhon Ratchasima, Nakhon Ratchasima, Thailand",TH,TH27,14.9716,102.083,-3251558,0,,,,,,,4,"Nakhon Ratchasima, Nakhon Ratchasima, Thailand",TH,TH27,14.9716,102.083,-3251558,20240513,https://www.thephuketnews.com/privilege-card-loophole-lets-criminals-in-front-door-92285.php
1175368906,20240513,202405,2024,2024.3644,BGD,BANGLADESHI,BGD,,,,,,,,PAKGOV,PAKISTAN,PAK,,,,,GOV,,,1,0841,084,08,2,7.0,4,1,4,-3.27868852459017,1,Bangladesh,BG,BG,24,90,BG,4,"Islamabad, Islamabad, Pakistan",PK,PK08,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,33.7,73.1667,-2762812,20240513,https://www.pakistanpressfoundation.org/2024/05/11/
1175417944,20240513,202405,2024,2024.3644,GOV,KINGDOM,,,,,,GOV,,,aka,ASANTE,,,aka,,,,,,1,020,020,02,1,3.0,1,1,1,2.49221183800623,4,"Kumasi, Ashanti, Ghana",GH,GH02,6.68333,-1.61667,-2075172,4,"Ashanti, Ghana (general), Ghana",GH,GH00,6.91428,0.536667,-2069925,4,"Ashanti, Ghana (general), Ghana",GH,GH00,6.91428,0.536667,-2069925,20240513,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/How-Okomfo-Anokye-tricked-Akan-states-into-giving-up-their-stools-for-the-Golden-Stool-1930568
1175423845,20240513,202405,2024,2024.3644,USA,TEXAS,USA,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,046,046,04,1,7.0,2,1,2,-2.35620235620236,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Missouri, United States",US,USMO,38.4623,-92.302,MO,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20240513,https://www.thenation.com/article/society/republican-attorney-general-raga/
1175431662,20240513,202405,2024,2024.3644,CHN,BEIJING,CHN,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,090,090,09,2,-2.0,4,1,4,-9.81308411214949,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,1,Australia,AS,AS,-25,135,AS,1,Australia,AS,AS,-25,135,AS,20240513,https://www.skynews.com.au/stream/opinion-programs/credlin?nk=64560c1a46492f17085629fe95312cd1-1715610764
1175466394,20240513,202405,2024,2024.3644,ARMCVL,ARMENIAN,ARM,,,,,CVL,,,ARM,ARMENIAN,ARM,,,,,,,,0,120,120,12,3,-4.0,3,1,3,0.65635255508674,1,Armenia,AM,AM,40,45,AM,1,Armenia,AM,AM,40,45,AM,1,Armenia,AM,AM,40,45,AM,20240513,https://www.poz.com/article/hiv-common-denominator
1175479402,20240513,202405,2024,2024.3644,AFR,AFRICA,AFR,,,,,,,,JEW,JEWISH,,,,JEW,,,,,0,012,012,01,1,-0.4,4,1,4,-1.74129353233831,4,"Mapungubwe, Limpopo, South Africa",SF,SF09,-22.2071,29.3725,-1257139,4,"Mapungubwe, Limpopo, South Africa",SF,SF09,-22.2071,29.3725,-1257139,4,"Mapungubwe, Limpopo, South Africa",SF,SF09,-22.2071,29.3725,-1257139,20240513,https://www.newarab.com/news/south-africa-anti-apartheid-meet-palestine-river-sea
1175491634,20240513,202405,2024,2024.3644,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,1,1,1,4.77326968973747,3,"East Brunswick, New Jersey, United States",US,USNJ,40.4279,-74.416,1867360,0,,,,,,,3,"East Brunswick, New Jersey, United States",US,USNJ,40.4279,-74.416,1867360,20240513,https://wpst.com/ixp/385/p/dessert-wise-heres-what-nj-has-in-common-with-saudi-arabia/
1175494863,20240513,202405,2024,2024.3644,,,,,,,,,,,CVL,SETTLEMENT,,,,,,CVL,,,1,040,040,04,1,1.0,10,1,10,0,0,,,,,,,3,"San Antonio, Texas, United States",US,USTX,29.4241,-98.4936,1380951,3,"San Antonio, Texas, United States",US,USTX,29.4241,-98.4936,1380951,20240513,https://www.ksat.com/news/local/2024/05/13/how-to-protest-your-2024-property-appraisal/
1175495607,20240513,202405,2024,2024.3644,GOV,FOREIGN MINIST,,,,,,GOV,,,UKRELI,UKRAINE,UKR,,,,,ELI,,,1,042,042,04,1,1.9,6,1,6,0,1,Ukraine,UP,UP,49,32,UP,1,Ukraine,UP,UP,49,32,UP,4,"Belgrade, Serbia (general),",RB,RB00,44.8186,20.4681,-74897,20240513,https://www.yahoo.com/news/ukraines-foreign-minister-supports-serbias-175300886.html
1175500614,20240513,202405,2024,2024.3644,USAGOVHRI,UNITED STATES,USA,,,,,GOV,HRI,,,,,,,,,,,,0,120,120,12,3,-4.0,2,1,2,-5.64516129032259,2,"Montana, United States",US,USMT,46.9048,-110.326,MT,0,,,,,,,2,"Montana, United States",US,USMT,46.9048,-110.326,MT,20240513,https://www.yahoo.com/news/manager-threatens-worker-job-she-204356854.html
1175501178,20240413,202404,2024,2024.2822,DZA,HIPPO,DZA,,,,,,,,IRL,DUBLIN,IRL,,,,,,,,1,042,042,04,1,1.9,8,1,8,-0.71174377224199,4,"Dublin, Dublin, Ireland",EI,EI07,53.3331,-6.24889,-1502554,4,"Dublin, Dublin, Ireland",EI,EI07,53.3331,-6.24889,-1502554,4,"Dublin, Dublin, Ireland",EI,EI07,53.3331,-6.24889,-1502554,20240513,https://www.newstalk.com/news/dublin-zoo-announces-death-of-newly-arrived-hippo-1724896
1175505898,20240513,202405,2024,2024.3644,SAU,MAKKAH,SAU,,,,,,,,PAK,KARACHI,PAK,,,,,,,,1,014,014,01,1,0.0,10,1,10,3.5,4,"Makkah, Makkah, Saudi Arabia",SA,SA14,21.4267,39.8261,-3096949,4,"Makkah, Makkah, Saudi Arabia",SA,SA14,21.4267,39.8261,-3096949,4,"Makkah, Makkah, Saudi Arabia",SA,SA14,21.4267,39.8261,-3096949,20240513,https://www.arabnews.com/node/2509496/saudi-arabia
1175519024,20240514,202405,2024,2024.3671,MIL,NAVY,,,,,,MIL,,,CVL,CIVILIAN,,,,,,CVL,,,1,053,053,05,1,3.8,32,3,32,-4.49280177187154,1,Israel,IS,IS,31.5,34.75,IS,1,Australia,AS,AS,-25,135,AS,1,Australia,AS,AS,-25,135,AS,20240514,https://www.bunburymail.com.au/story/8627451/australia-sanctions-iranians-over-middle-east-conflict/?cs=30776
1175519899,20240514,202405,2024,2024.3671,USA,NEW YORK,USA,,,,,,,,NGOUSA,GATES FOUNDATION,USA,,,,,NGO,,,1,0831,083,08,2,5.0,78,12,78,2.23230320144404,1,France,FR,FR,46,2,FR,1,France,FR,FR,46,2,FR,1,France,FR,FR,46,2,FR,20240514,https://triblive.com/news/world/melinda-french-gates-resigns-as-gates-foundation-co-chair-3-years-after-her-divorce-from-bill-gates/
1175526566,20240514,202405,2024,2024.3671,AUT,AUSTRIA,AUT,,,,,,,,TURGOV,TURKEY,TUR,,,,,GOV,,,1,036,036,03,1,4.0,2,1,2,-0.85106382978723,1,Austria,AU,AU,47.333333,13.333333,AU,1,Turkey,TU,TU,39.059012,34.911546,TU,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240514,https://voiceofvienna.org/2024/05/austrian-top-diplomat-due-in-turkiye-for-regional-bilateral-talks/
1175527126,20240514,202405,2024,2024.3671,GOV,MINIST,,,,,,GOV,,,BUS,COMPANY,,,,,,BUS,,,1,040,040,04,1,1.0,10,1,10,0.81466395112016,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20240514,https://www.finanznachrichten.de/nachrichten-2024-05/62219076-skydweller-aero-inc-president-macron-hosts-skydweller-aero-ceo-at-choose-france-2024-004.htm
1175553197,20240514,202405,2024,2024.3671,USACVL,UNITED STATES,USA,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,1,020,020,02,1,3.0,2,1,2,1.51057401812689,3,"Houston County, Georgia, United States",US,USGA,32.4335,-83.6499,1671693,3,"Houston County, Georgia, United States",US,USGA,32.4335,-83.6499,1671693,3,"Houston County, Georgia, United States",US,USGA,32.4335,-83.6499,1671693,20240514,https://www.henryherald.com/plus/new-labels-on-houston-county-vending-machines-could-change-how-we-decide-what-to-drink/article_3f4c0253-1425-5a95-ae8d-8a09627ec7d8.html
1175578124,20240514,202405,2024,2024.3671,TZA,TANZANIA,TZA,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,010,010,01,1,0.0,4,1,4,-7.5187969924812,1,Tanzania,TZ,TZ,-6,35,TZ,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,1,Tanzania,TZ,TZ,-6,35,TZ,20240514,https://www.abc.net.au/news/2024-05-14/qld-teen-toutai-kefu-home-invasion-brisbane-court-sentence/103838208
1175586656,20240514,202405,2024,2024.3671,LAB,WORKER,,,,,,LAB,,,,,,,,,,,,,0,010,010,01,1,0.0,5,1,5,-0.78947368421053,5,"Himachal Pradesh, Himachal Pradesh, India",IN,IN11,31.9167,77.25,-2097441,0,,,,,,,5,"Himachal Pradesh, Himachal Pradesh, India",IN,IN11,31.9167,77.25,-2097441,20240514,https://www.hindustantimes.com/india-news/sometimes-a-film-is-so-bad-people-leave-midway-anurag-thakur-s-sally-against-hp-cm-sukhu-101715673873410.html
1175592624,20240513,202405,2024,2024.3644,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,0,040,040,04,1,1.0,6,1,6,-1.76817288801571,1,Taiwan,TW,TW,24,121,TW,0,,,,,,,1,Taiwan,TW,TW,24,121,TW,20240514,https://www.newstalkflorida.com/featured/is-now-the-time-for-this-disruption-fox-host-presses-marjorie-taylor-greene-on-attempt-to-remove-house-speaker/
1175593568,20240514,202405,2024,2024.3671,LBN,LEBANON,LBN,,,,,,,,SYRREF,SYRIA,SYR,,,,,REF,,,1,112,112,11,3,-2.0,1,1,1,-7.34177215189873,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Damascus, Dimashq, Syria",SY,SY13,33.5,36.3,-2541260,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,20240514,https://in-cyprus.philenews.com/local/hezbollah-leader-urges-lebanon-to-let-syrian-refugees-sail-to-europe/
1175619575,20240514,202405,2024,2024.3671,HLH,HOSPITAL,,,,,,HLH,,,,,,,,,,,,,0,041,041,04,1,1.0,3,1,3,-5.44090056285178,5,"Kerala, Kerala, India",IN,IN13,10,76.5,-2100307,0,,,,,,,5,"Kerala, Kerala, India",IN,IN13,10,76.5,-2100307,20240514,https://www.hindustantimes.com/india-news/woman-couldn-t-meet-husband-before-death-due-to-ai-express-flight-cancellations-101715685089655.html
1175623583,20240514,202405,2024,2024.3671,BEL,BELGIUM,BEL,,,,,,,,JOR,JORDAN,JOR,,,,,,,,1,084,084,08,2,7.0,12,4,12,1.70940170940171,4,"Ommegang, Region Flamande, Belgium",BE,BE13,50.8667,3.71667,-1966580,4,"Ommegang, Region Flamande, Belgium",BE,BE13,50.8667,3.71667,-1966580,4,"Ommegang, Region Flamande, Belgium",BE,BE13,50.8667,3.71667,-1966580,20240514,https://bigfrog104.com/ixp/40/p/upstate-new-yorks-favorite-beer-festival-returns-after-5-year-break/
1175632063,20240514,202405,2024,2024.3671,BUS,TRADER,,,,,,BUS,,,CVL,POPULATION,,,,,,CVL,,,0,046,046,04,1,7.0,1,1,1,1.27041742286751,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20240514,https://www.moneycontrol.com/elections/lok-sabha-election/delhi/has-kejriwals-21-day-release-brightened-cong-aap-prospects-in-delhi-article-12722018.html
1175642071,20240514,202405,2024,2024.3671,MIL,MILITARY,,,,,,MIL,,,AUS,AUSSIE,AUS,,,,,,,,1,173,173,17,4,-5.0,4,2,4,-7.61597754459834,1,Afghanistan,AF,AF,33,66,AF,1,Australia,AS,AS,-25,135,AS,1,Afghanistan,AF,AF,33,66,AF,20240514,https://www.upi.com/Top_News/World-News/2024/05/14/Australia-David-McBride-six-years-Afghan-Files/6721715689501/
1175654560,20240514,202405,2024,2024.3671,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,030,030,03,1,4.0,6,1,6,-0.54644808743169,3,"Bay City, Michigan, United States",US,USMI,43.5945,-83.8889,620777,0,,,,,,,3,"Bay City, Michigan, United States",US,USMI,43.5945,-83.8889,620777,20240514,https://www.wnem.com/2024/05/14/tuesday-may-14-2024-5-things-you-need-know/
1175702494,20240514,202405,2024,2024.3671,AUS,SYDNEY,AUS,,,,,,,,CHN,SHANGHAI,CHN,,,,,,,,1,160,160,16,4,-4.0,5,1,5,0,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,1,Singapore,SN,SN,1.366667,103.8,SN,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,20240514,https://www.businesstravelnews.com/Global/Qantas-to-Suspend-Shanghai-Service-Add-Manila-Flights
1175743818,20240515,202405,2024,2024.3699,CAN,CANADA,CAN,,,,,,,,PTY,POLITICIAN,,,,,,,,,0,051,051,05,1,3.4,2,1,2,1.5511892450879,4,"Saskatoon, Saskatchewan, Canada",CA,CA11,52.1333,-106.667,-573213,4,"Saskatoon, Saskatchewan, Canada",CA,CA11,52.1333,-106.667,-573213,4,"Saskatoon, Saskatchewan, Canada",CA,CA11,52.1333,-106.667,-573213,20240515,https://www.cbc.ca/news/canada/saskatchewan/pride-events-government-banned-1.7203862
1175746013,20240515,202405,2024,2024.3699,USA,UNITED STATES,USA,,,,,,,,JUD,LAWYER,,,,,,JUD,,,1,111,111,11,3,-2.0,4,1,4,-4.78502080443828,3,"Manhattan, New York, United States",US,USNY,40.7834,-73.9662,971945,3,"Manhattan, New York, United States",US,USNY,40.7834,-73.9662,971945,3,"Manhattan, New York, United States",US,USNY,40.7834,-73.9662,971945,20240515,https://nypost.com/2024/05/14/us-news/michael-cohen-admits-calling-trump-cheeto-dusted-cartoon-villain-as-ex-prezs-lawyers-try-to-paint-him-as-scorned-lying-hater/
1175749494,20240515,202405,2024,2024.3699,USA,MIAMI,USA,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,112,112,11,3,-2.0,5,1,5,-4.98960498960499,3,"North Miami, Florida, United States",US,USFL,25.8901,-80.1867,287837,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,20240515,https://www.wnd.com/2024/05/u-s-dentist-calls-jews-die-now-faces-serious-action/
1175771096,20240515,202405,2024,2024.3699,JUD,PROSECUTOR,,,,,,JUD,,,,,,,,,,,,,1,010,010,01,1,0.0,556,53,556,-3.96292463201808,4,"Mount Wilson, New South Wales, Australia",AS,AS02,-33.5,150.383,-1589558,0,,,,,,,4,"Mount Wilson, New South Wales, Australia",AS,AS02,-33.5,150.383,-1589558,20240515,https://www.newcastleherald.com.au/story/8628918/jury-hears-police-call-by-slain-schoolgirls-crying-mum/
1175796574,20240515,202405,2024,2024.3699,BUS,EMPLOYER,,,,,,BUS,,,LAB,EMPLOYEE,,,,,,LAB,,,0,010,010,01,1,0.0,5,1,5,-2.27848101265823,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20240515,https://mondaq.com:443/unitedstates/discrimination-disability--sexual-harassment/1464522/sixth-circuit-opinion-offers-guidance-on-how-employers-can-identify-reasonable-accommodation-requests-under-the-ada
1175800214,20240515,202405,2024,2024.3699,,,,,,,,,,,NZL,NEW ZEALAND,NZL,,,,,,,,1,042,042,04,1,1.9,62,4,62,1.1356912672637,0,,,,,,,5,"Auckland, Auckland, New Zealand",NZ,NZE7,-36.75,174.583,11483124,5,"Auckland, Auckland, New Zealand",NZ,NZE7,-36.75,174.583,11483124,20240515,https://www.nbr.co.nz/economics/a-no-bells-no-whistles-budget-christopher-luxon/
1175813246,20240515,202405,2024,2024.3699,CVL,TOURIST,,,,,,CVL,,,MYSGOV,MALAYSIA,MYS,,,,,GOV,,,1,081,081,08,2,5.0,1,1,1,5.26315789473684,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,4,"Bishkek, Bishkek, Kyrgyzstan",KG,KG01,42.8731,74.6003,-2331392,20240515,https://akipress.com/news:773611:President_Japarov_invites_Malaysian_business_into_Kyrgyzstan/
1175815860,20240515,202405,2024,2024.3699,ESP,SPAIN,ESP,,,,,,,,CHRCTH,CATHOLIC BISHOP,,,,CHR,CTH,,,,0,010,010,01,1,0.0,16,2,16,-2.57615335528578,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20240515,https://www.abc.net.au/news/2024-05-15/philippines-divorce-battle-looms-to-free-women-from-abuse/103828284
1175820626,20240515,202405,2024,2024.3699,CHN,CHINA,CHN,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,010,010,01,1,0.0,1,1,1,1.0204081632653,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,25.0478,121.532,-2637882,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20240515,https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-240514-cna02.htm
